season,player,sr,economy,bat_z,bowl_z,combined_z,balls_faced,balls_bowled,runs,runs_conceded,matches
2017,HH Pandya,156.25,8.423076923076923,0.875752935951376,0.08817549241109997,0.963928428362476,160,156,250,219,16
2017,AR Patel,140.12345679012347,7.625,0.27702397765866454,0.6763447313451033,0.9533687090037679,162,288,227,366,13
2017,PJ Cummins,145.2830188679245,8.482014388489208,0.46858265132385896,0.04473957392520541,0.5133222252490643,53,278,77,393,8
2017,SK Raina,143.9739413680782,8.5,0.41998062932776264,0.03148448142950951,0.45146511075727214,307,72,442,102,14
2017,C de Grandhomme,136.95652173913044,8.326530612244898,0.15944541792737224,0.15932849599003512,0.3187739139174074,92,98,126,136,9
2017,RA Jadeja,139.8230088495575,9.263157894736842,0.26586926953956325,-0.5309500222562717,-0.2650807527167085,113,228,158,352,10
2017,MC Henriques,136.45320197044336,10.26206896551724,0.14075870268578328,-1.2671306425384443,-1.126371939852661,203,145,277,248,11
2017,MM Sharma,102.0,8.989090909090908,-1.1383827386727385,-0.32896727384798546,-1.467350012520724,50,275,51,412,7
2017,DR Smith,153.2051282051282,11.615384615384615,0.7627062095604444,-2.264501463324912,-1.5017952537644674,156,78,239,151,11
2017,CJ Anderson,115.44715447154472,9.929203539823009,-0.6391312447866666,-1.0218144349939382,-1.6609456797806048,123,113,142,187,11
2017,A Mishra,94.23076923076923,8.88412017167382,-1.426830385800758,-0.2516056098884333,-1.6784359956891914,52,233,49,345,6
2017,SR Watson,91.02564102564102,9.167701863354038,-1.5458269398964755,-0.4606005362523107,-2.006427476148786,78,161,71,246,7
2017,K Rabada,85.9375,9.138461538461538,-1.734733969523427,-0.4390509097176926,-2.1737848792411194,64,130,55,198,3
2017,JP Faulkner,94.73684210526315,10.177215189873419,-1.4080414562066974,-1.204594840289351,-2.6126362964960483,57,158,54,268,6
2018,K Gowtham,196.875,8.025,1.898305134893405,0.6503297875290994,2.5486349224225044,64,240,126,321,13
2018,SP Narine,189.8936170212766,7.754098360655738,1.624642306894784,0.91459558611054,2.539237893005324,188,366,357,473,16
2018,KH Pandya,145.22292993630572,7.170124481327801,-0.12640137507638044,1.4842647986884066,1.3578634236120262,157,241,228,288,13
2018,AD Russell,184.7953216374269,9.473684210526315,1.4247945207228014,-0.7628683411856165,0.6619261795371849,171,228,316,360,14
2018,R Ashwin,143.66197183098592,8.111842105263158,-0.18758928165464106,0.5656149133282179,0.37802563167357683,71,304,102,411,8
2018,C de Grandhomme,155.95238095238096,8.8,0.29418175535499896,-0.10568628677877408,0.1884954685762249,84,90,131,132,8
2018,GJ Maxwell,140.83333333333334,8.25,-0.2984689186853724,0.43084124982681404,0.13237233114144165,120,96,169,132,12
2018,RA Jadeja,120.27027027027026,7.560975609756097,-1.1045192395604557,1.1029877202972287,-0.0015315192632270325,74,246,89,310,8
2018,SR Watson,154.59610027855152,9.0,0.24101698758746526,-0.30078720918080515,-0.05977022159333989,359,168,555,252,15
2018,Shakib Al Hasan,121.31979695431471,8.035087719298245,-1.0633789037142565,0.640489170828998,-0.42288973288525844,197,342,239,458,13
2018,BCJ Cutting,165.51724137931035,9.941176470588236,0.6691141665725021,-1.2189091969550725,-0.5497950303825704,58,102,96,169,6
2018,BA Stokes,121.73913043478262,8.260089686098656,-1.0469414748424861,0.4209987145038404,-0.6259427603386457,161,223,196,307,12
2018,HH Pandya,133.33333333333331,9.1284046692607,-0.5924609853353214,-0.42604655624825705,-1.0185075415835785,195,257,260,391,13
2018,DJ Bravo,154.94505494505495,10.05607476635514,0.2546956413971302,-1.3309930143877953,-1.076297372990665,91,321,141,538,10
2018,AR Patel,115.94202898550725,8.5,-1.2741817195960696,0.18696509682427429,-1.0872166227717954,69,156,80,221,8
2018,MP Stoinis,130.26315789473685,11.0,-0.7128086149581062,-2.251796433201123,-2.964605048159229,76,66,99,121,7
2019,MM Ali,165.41353383458645,6.76,0.5883400766820808,1.0541282507006817,1.6424683273827625,133,150,220,169,10
2019,AD Russell,204.81927710843374,9.546961325966851,1.9384025101267601,-0.7930064818325673,1.1453960282941928,249,181,510,288,13
2019,Mohammad Nabi,151.3157894736842,6.8914285714285715,0.10534360264799325,0.9670203755855789,1.072363978233572,76,175,115,201,7
2019,SP Narine,166.27906976744185,7.962406015037594,0.6179938136925461,0.257200825734594,0.8751946394271402,86,266,143,353,8
2019,HH Pandya,191.42857142857144,9.3046875,1.4796295700996516,-0.6324328870153388,0.8471966830843127,210,256,402,397,15
2019,RA Jadeja,120.45454545454545,6.425925925925926,-0.9519795877829905,1.275544967076188,0.3235653792931975,88,324,106,347,9
2019,AR Patel,125.0,7.215686274509804,-0.7962498155489696,0.752109727177133,-0.04414008837183658,88,306,110,368,12
2019,SM Curran,172.72727272727272,9.798994974874372,0.8389127929082503,-0.9600486658509144,-0.12113587294266415,55,199,95,325,8
2019,KH Pandya,122.0,7.326086956521739,-0.8990314652234234,0.6789386600584105,-0.22009280516501284,150,276,183,337,14
2019,MP Stoinis,135.25641025641028,8.819999999999999,-0.44485956025169077,-0.31119300925559973,-0.7560525695072905,156,100,211,147,10
2019,DJ Bravo,121.21212121212122,8.096385542168674,-0.9260246257439868,0.168402235059374,-0.7576223906846128,66,249,80,336,8
2019,R Parag,126.98412698412697,8.642857142857142,-0.7282725340182464,-0.19378674279611424,-0.9220592768143607,126,84,160,121,5
2019,BA Stokes,124.24242424242425,11.764705882352942,-0.8222047775879728,-2.262877254641423,-3.085082032229396,99,102,123,200,9
2020,JC Archer,179.36507936507937,6.660714285714286,1.7890163321559518,1.1235966652300815,2.9126129973860335,63,336,113,373,10
2020,KA Pollard,191.42857142857144,9.047619047619047,2.2989048380483372,-0.5157777032411899,1.7831271348071474,140,126,268,190,12
2020,AR Patel,137.64705882352942,6.450980392156863,0.02571769103584694,1.267646136656558,1.2933638276924049,85,306,117,329,9
2020,RA Jadeja,171.85185185185185,8.75229357798165,1.4714541925212206,-0.31294220975717807,1.1585119827640424,135,218,232,318,11
2020,R Tewatia,139.34426229508196,7.057553956834532,0.09745351493747,0.8510391691748371,0.9484926841123071,183,278,255,327,11
2020,Washington Sundar,116.8421052631579,5.980066445182724,-0.8536468105716163,1.5910793405054533,0.737432529933837,95,301,111,300,9
2020,SP Narine,142.35294117647058,8.105263157894736,0.22462156639943912,0.1314513426128049,0.356072909012244,85,228,121,308,9
2020,V Shankar,101.04166666666667,6.074074074074074,-1.5214851102950175,1.5265130035049543,0.005027893209936796,96,81,97,82,5
2020,SM Curran,131.91489361702128,8.220472440944881,-0.21656415714640212,0.052323281595556916,-0.1642408755508452,141,254,186,348,11
2020,PJ Cummins,128.0701754385965,8.153846153846153,-0.37906914303743006,0.09808356037974297,-0.2809855826576871,114,312,146,424,10
2020,KH Pandya,118.4782608695652,7.714285714285714,-0.7844913012740065,0.3999825424883979,-0.3845087587856086,92,301,109,387,11
2020,MP Stoinis,148.52320675105486,9.674157303370785,0.48542063504600713,-0.9460968235258391,-0.460676188479832,237,178,352,287,17
2020,S Dube,122.85714285714286,8.333333333333334,-0.599408774392588,-0.025191857314625418,-0.6246006317072134,105,54,129,75,9
2020,AD Russell,144.44444444444443,9.709090909090909,0.31302328878325786,-0.9700899290446998,-0.657066640261442,81,110,117,178,9
2020,JO Holder,124.52830188679245,8.535714285714286,-0.528773772831528,-0.16419118032715227,-0.6929649531586803,53,168,66,239,4
2020,Abhishek Sharma,126.78571428571428,9.2,-0.43335955701316053,-0.6204360170388566,-1.053795574052017,56,60,71,92,7
2020,BA Stokes,142.5,10.369565217391305,0.23083731250455175,-1.4237170151951373,-1.1928797026905855,200,92,285,159,8
2020,GJ Maxwell,101.88679245283019,8.142857142857142,-1.4857641165620217,0.10563103493245933,-1.3801330816295623,106,126,108,171,11
2020,TK Curran,133.8709677419355,11.454545454545455,-0.13388662830832657,-2.168903341636161,-2.3027899699444876,62,110,83,210,4
2021,KA Pollard,148.4848484848485,7.125,1.1709859833396052,0.6750084091045936,1.8459943924441988,165,80,245,95,13
2021,MM Ali,137.30769230769232,6.392156862745098,0.5641868650616241,1.227280797757005,1.7914676628186292,260,153,357,163,15
2021,RA Jadeja,145.5128205128205,7.033783783783783,1.0096368955805994,0.7437491737411637,1.753386069321763,156,296,227,347,11
2021,PJ Cummins,166.07142857142858,8.832298136645964,2.1257477421376354,-0.6116156610875451,1.5141320810500902,56,161,93,237,5
2021,Abhishek Sharma,130.66666666666666,6.6,0.20365074661032603,1.0706496989017398,1.274300445512066,75,60,98,66,7
2021,GJ Maxwell,144.1011235955056,8.4375,0.9329969675769838,-0.31409481538827094,0.6189021521887128,356,96,513,135,14
2021,Harpreet Brar,110.34482758620689,6.173913043478261,-0.8996060962181397,1.3917498761284086,0.4921437799102689,58,138,64,142,5
2021,Rashid Khan,120.28985507246377,6.964285714285714,-0.3596982865514448,0.7961230896547402,0.4364248031032954,69,336,83,390,10
2021,Shahbaz Ahmed,111.32075471698113,6.571428571428571,-0.846623771101516,1.0921811976662101,0.24555742656469415,53,84,59,92,7
2021,VR Iyer,128.47222222222223,8.192307692307693,0.08451606396892344,-0.12931728993356084,-0.0448012259646374,288,52,370,71,10
2021,AD Russell,152.5,9.947368421052632,1.3889654371944165,-1.4519353668725439,-0.06296992967812742,120,114,183,189,8
2021,DJ Hooda,130.0813008130081,8.5,0.17187168955500837,-0.36119496893555025,-0.1893232793805419,123,96,160,136,11
2021,JO Holder,118.05555555555556,7.790575916230367,-0.4809966700883716,0.17342876347545194,-0.30756790661291966,72,191,85,248,7
2021,KH Pandya,116.26016260162602,7.970149253731344,-0.5784671575844255,0.03810185516675729,-0.5403653024176682,123,201,143,267,12
2021,Lalit Yadav,93.15068493150685,7.214285714285714,-1.8330627319714747,0.6077224754656231,-1.2253402565058518,73,84,68,101,5
2021,V Shankar,111.53846153846155,8.955223880597016,-0.8348046370370377,-0.7042528037276746,-1.5390574407647124,52,67,58,100,5
2021,KA Jamieson,118.18181818181819,9.508771929824562,-0.4741419702816163,-1.1214079735583036,-1.5955499438399199,55,171,65,271,7
2021,R Tewatia,105.44217687074831,9.243243243243244,-1.1657671915999253,-0.9213049030113041,-2.087072094611229,147,222,155,342,11
2021,MP Stoinis,123.61111111111111,10.941176470588236,-0.1793898785911476,-2.2008715545469286,-2.380261433138076,72,68,89,124,7
2022,GJ Maxwell,169.1011235955056,6.916666666666667,1.392000959116694,1.260273154562297,2.652274113678991,178,144,301,166,13
2022,MM Ali,137.85310734463278,6.671328671328672,0.11889614149337022,1.494066406663288,1.6129625481566583,177,143,244,159,10
2022,LS Livingstone,182.08333333333334,8.782608695652174,1.920921375309938,-0.5178642048281276,1.4030571704818104,240,138,437,202,14
2022,AR Patel,151.66666666666666,7.511627906976744,0.6816873529487752,0.6933086978155919,1.3749960507643673,120,258,182,323,10
2022,R Ashwin,141.48148148148147,7.5334987593052105,0.2667231445477772,0.6724670108806013,0.9391901554283786,135,403,191,506,12
2022,KH Pandya,126.20689655172414,7.078947368421052,-0.3555930852297686,1.1056288119111732,0.7500357266814046,145,228,183,269,13
2022,HH Pandya,131.26684636118597,7.369565217391304,-0.14944091135607088,0.8286864168461753,0.6792455054901044,371,184,487,226,15
2022,Washington Sundar,146.3768115942029,8.485207100591715,0.46616839253813913,-0.23445728290632573,0.2317111096318134,69,169,101,239,7
2022,AD Russell,174.47916666666669,9.952941176470588,1.6111128697196477,-1.6331249550148441,-0.022012085295196382,192,170,335,282,12
2022,RA Jadeja,118.36734693877551,7.636363636363637,-0.6749915488030581,0.5744425931734041,-0.10054895562965405,98,198,116,252,10
2022,MR Marsh,132.8042328042328,8.5,-0.08680480442761751,-0.24855408049326713,-0.3353588849208846,189,72,251,102,8
2022,RD Chahar,113.23529411764706,7.821428571428572,-0.88408133928515,0.39808616310197414,-0.48599517618317584,68,280,77,365,8
2022,Lalit Yadav,110.27397260273972,8.36697247706422,-1.0047313241319424,-0.12178636494538252,-1.126517689077325,146,109,161,152,8
2022,SN Thakur,137.93103448275863,10.0,0.12207104431520477,-1.677969355809065,-1.55589831149386,87,291,120,485,10
2022,Kuldeep Yadav,92.3076923076923,8.456375838926174,-1.736712446221795,-0.20698271901875825,-1.9436951652405534,52,298,48,420,7
2022,Shahbaz Ahmed,120.99447513812154,9.696682464454977,-0.5679572481213917,-1.3889248767562659,-1.9568821248776576,181,211,219,341,11
2022,KA Pollard,107.46268656716418,9.285714285714286,-1.1192685724127327,-0.9972954151824953,-2.116563987595228,134,84,144,130,11
2023,Rashid Khan,216.66666666666666,8.313432835820896,2.8581331818510614,0.5710758679102288,3.4292090497612904,60,402,130,557,9
2023,GJ Maxwell,183.4862385321101,9.193548387096774,1.5638539461140684,-0.1720029963579012,1.391850949756167,218,62,400,95,14
2023,AR Patel,139.40886699507388,7.319148936170213,-0.15548573554712888,1.410546719029101,1.2550609834819721,203,282,283,344,13
2023,RA Jadeja,142.85714285714286,7.578947368421052,-0.02097777111490295,1.1911996984069402,1.1702219272920373,133,342,190,432,12
2023,MM Ali,136.26373626373626,7.615384615384615,-0.27816882398531195,1.1604358423979302,0.8822670184126182,91,156,124,198,10
2023,R Ashwin,131.37254901960785,7.551020408163265,-0.4689608795460399,1.214778345416113,0.7458174658700731,51,294,67,370,9
2023,N Rana,140.9556313993174,8.490566037735848,-0.09515061742053274,0.42152284806831336,0.32637223064778065,293,53,413,75,14
2023,C Green,160.2836879432624,9.694323144104803,0.6587848698049951,-0.594805589894887,0.0639792799101081,282,229,452,370,16
2023,KH Pandya,113.93939393939394,7.619047619047619,-1.148981358552595,1.1573431796245375,0.008361821071942499,165,252,188,320,14
2023,MR Marsh,131.95876288659792,8.459016393442623,-0.44609425369451405,0.4481601161128187,0.0020658624183046426,97,122,128,172,9
2023,MP Stoinis,150.0,9.323076923076922,0.2576458694947064,-0.28136354255767143,-0.023717673062965017,272,65,408,101,15
2023,SN Thakur,161.42857142857144,10.40625,0.7034436944700823,-1.1958832537921802,-0.49243955932209793,70,128,113,222,9
2023,HH Pandya,136.75889328063244,9.57615894039735,-0.2588540808843712,-0.4950399146255508,-0.753893995509922,253,151,346,241,15
2023,Sikandar Raza,141.83673469387753,10.191780821917808,-0.060781148344848095,-1.0148075836272752,-1.0755887319721233,98,73,139,124,7
2023,Washington Sundar,100.0,8.264150943396226,-1.6927196147725603,0.6126844187406515,-1.0800351960319088,60,106,60,146,5
2023,Abhishek Sharma,143.94904458598725,10.583333333333334,0.021614377768094176,-1.3453941697433762,-1.323779791975282,157,72,226,127,11
2023,Lalit Yadav,111.86440677966101,9.23076923076923,-1.2299210252854125,-0.20342844066817967,-1.4333494659535921,59,78,66,120,6
2023,SM Curran,135.96059113300493,10.354166666666666,-0.2899936999793537,-1.1519094549830045,-1.4419031549623582,203,288,276,497,13
2023,AD Russell,145.5128205128205,11.042553191489363,0.08261306962456647,-1.733112089456615,-1.6504990198320486,156,94,227,173,14
2024,SP Narine,180.74074074074073,6.836363636363636,1.9000077709286243,1.577593633894487,3.477601404823111,270,330,488,376,14
2024,AD Russell,185.0,10.363636363636363,2.126273727291955,-0.8045416713053158,1.3217320559866392,120,176,222,304,9
2024,LS Livingstone,142.30769230769232,7.166666666666667,-0.14168303264416773,1.3545242625312748,1.212841229887107,78,72,111,86,7
2024,RA Jadeja,142.7807486631016,7.8657243816254425,-0.1165527125215443,0.88241728585778,0.7658645733362357,187,283,267,371,11
2024,Harpreet Brar,138.88888888888889,8.131578947368421,-0.3233011915980123,0.7028730328125732,0.3795718412145609,54,228,75,309,7
2024,Rashid Khan,143.66197183098592,8.51908396946565,-0.06973921967829702,0.4411724313981297,0.3714332117198327,71,262,102,372,8
2024,WG Jacks,175.57251908396947,11.11111111111111,1.6254547219859312,-1.3093469765309327,0.31610774545499853,131,54,230,100,8
2024,AR Patel,131.2849162011173,7.7272727272727275,-0.7272494012823646,0.9759202836120622,0.24867088232969758,179,264,235,340,12
2024,C Green,143.25842696629215,8.672985781990523,-0.09117685922722801,0.33723520581443994,0.24605834658721193,178,211,255,305,12
2024,MP Stoinis,147.52851711026616,9.071428571428571,0.1356644695985599,0.06814780906059124,0.20381227865915114,263,84,388,127,14
2024,KH Pandya,126.66666666666666,7.818181818181818,-0.9725861098580039,0.914525043787325,-0.058061066070678846,105,198,133,258,11
2024,PJ Cummins,143.1578947368421,9.360655737704919,-0.09651746416748863,-0.12718107455042932,-0.22369853871791795,95,366,136,571,10
2024,Arshad Khan,153.7037037037037,11.311475409836067,0.46371083053531015,-1.4446625324288065,-0.9809517018934963,54,61,83,115,4
2024,R Ashwin,116.21621621621621,8.527272727272727,-1.5277486443898882,0.43564217315437503,-1.092106471235513,74,330,86,469,8
2024,HH Pandya,143.04635761589404,10.805555555555555,-0.1024426853867569,-1.1029907537866772,-1.205433439173434,151,216,216,389,13
2024,Shahbaz Ahmed,129.5180722891566,10.012048192771084,-0.8211100007787294,-0.5670974305373567,-1.3882074313160861,166,166,215,277,12
2024,Nithish Kumar Reddy,142.9245283018868,11.549999999999999,-0.10891466198386393,-1.6057495510181357,-1.7146642130019996,212,80,303,154,11
2024,SM Curran,123.28767123287672,10.25101214574899,-1.152089536824028,-0.7284811717653591,-1.8805707085893872,219,247,270,422,12
2025,SP Narine,170.83333333333331,7.875,0.7912247874817087,1.3757106046781638,2.166935392159872,144,272,246,357,12
2025,V Nigam,179.74683544303798,9.100840336134455,1.1605546035546477,0.37266002641387536,1.533214629968523,79,238,142,361,8
2025,R Parag,166.52542372881356,8.55,0.6127271058393982,0.8233881525850775,1.4361152584244756,236,120,393,171,14
2025,Abhishek Sharma,193.3920704845815,10.272727272727273,1.7259431664494027,-0.5862428867636057,1.1397002796857971,227,66,439,113,13
2025,AR Patel,157.48502994011977,8.722222222222221,0.23813954933116882,0.6824663746847852,0.9206059240159541,167,216,263,314,11
2025,PJ Cummins,167.24137931034483,9.23076923076923,0.6423926334837391,0.26634499577324877,0.9087376292569879,58,299,97,460,9
2025,HH Pandya,163.5036496350365,9.71830985915493,0.48752028403884445,-0.13258779736007514,0.3549324866787693,137,213,224,345,12
2025,RA Jadeja,135.5855855855856,8.51528384279476,-0.6692611172097244,0.8517948386218884,0.18253372141216406,222,229,301,325,14
2025,WG Jacks,135.46511627906978,8.541176470588235,-0.6742527474657467,0.8306080539196283,0.15635530645388163,172,85,233,121,11
2025,LS Livingstone,133.33333333333331,8.444444444444445,-0.7625829002571014,0.9097595648465481,0.14717666458944667,84,54,112,76,8
2025,AK Markram,148.82943143812707,9.272727272727273,-0.1205040638522121,0.23201259781874342,0.11150853396653132,299,66,445,102,13
2025,KH Pandya,126.74418604651163,8.26086956521739,-1.0356033725212843,1.0599707166056274,0.024367344084343046,86,276,109,380,7
2025,Washington Sundar,166.25,10.338461538461537,0.6013149589802994,-0.6400303102256607,-0.038715351245361296,80,65,133,112,5
2025,MP Stoinis,186.04651162790697,12.348837209302324,1.4215808778563683,-2.2850312289620542,-0.8634503511056859,86,86,160,177,11
2025,JC Archer,126.0,9.709090909090909,-1.0664386258593568,-0.1250443409080992,-1.191482966767456,50,275,63,445,7
2025,AD Russell,163.72549019607843,11.678571428571427,0.4967122192174903,-1.736582577751127,-1.2398703585336368,102,112,167,218,10
2025,M Jansen,119.04761904761905,9.43157894736842,-1.3545096384433137,0.10203134380853421,-1.2524782946347794,63,285,75,448,8
2025,SM Curran,135.71428571428572,11.25,-0.6639284438927314,-1.3859016557872645,-2.049830099679996,84,72,114,135,5
2025,Harshit Rana,107.54716981132076,10.308270676691729,-1.8310292767315863,-0.6153264719982472,-2.4463557487298333,53,266,57,457,7
2026,Nithish Kumar Reddy,166.9902912621359,10.473684210526315,1.0627529169573637,-0.19011794919067607,0.8726349677666877,103,114,172,199,7
2026,J Overton,158.13953488372093,9.894736842105264,0.5549721742785356,0.0951294408478177,0.6501016151263533,86,114,136,188,6
2026,RA Jadeja,128.15533980582526,7.526315789473684,-1.1652646274497394,1.2620505819143861,0.09678595446464677,103,114,132,143,6
2026,HH Pandya,140.57971014492753,12.456521739130434,-0.4524604637861634,-1.1670620735715274,-1.6195225373576907,69,92,97,191,6
